"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Rochester, AB T0G, Canada",54.3709115,-113.4551359,"Saint-André-Avellin, QC J0V, Canada",45.7271303,-75.0531651,"1 day 14 hours",135354,"3,601 km",3601388,"eizjIrensTvuGy}mAf@suRBgjRzyAexHdkJIfwELz|AAjlUCvsCehCn~@hY~wg@o`@x|Rw`DvmUkmz@nlZ_taAphP{mqAx_Qo~y@goDsz{@i|@kkiBbgLeyyAvqNo_u@xpQ}rj@vb@cuv@`mGiv[flMkw}@`nQqvbAxwVo_SzXobMxwp@qmxCl_Sefr@bgGcio@|_g@ypcAf}Kc}HxzGm}Vp~G{z[wSakb@h{Aw_SzjB{gaAbjQonbBrrJov`AzzCiex@dzF}oV_{A_or@hbEygaA`{QohoAbaSec~@lv\yws@jsZ}~s@pfOgob@no`@svt@lgPcif@vuXi_zAi_@q{\dj]ii@~uNusQvnMqt`B~_SmgvAnmWy~eAnn@imoD|vG}yi@dtI_c_@fkOwsTffLayD@utF|t@wmGplAa}NytB}g[txIgl|@ddJqkwAnxL_pE`_C{f\omIoof@pfIyl^f}So}u@dk@oat@bt@iz}AzjAk{u@{zPopn@mgBcn[hmCmah@z]enYg`Gu`WonEibPi`A_g`@fxLcrTc`DguXgzK}g[}oAkip@h|Bcej@{kFqaQfgEkt\f_@qgoA|sDetG|D{qUxxKecSpvDobQhmGkvIpiKsuV`wHqoc@~uLwfo@~dEomh@~hWk|~@p}Kiqu@`pHsbh@`wJ_|WzuMq~M~pAsee@xzP}al@djNarq@f`VkqRzq^zhA|vIqcm@t~M}asA{aV_ypAw}Vwoa@avTgxPa~KmoOqcManTgeRyoOqlF`jBgbTadK_vQarUmvIpkEixGmuCe~I`k@u|N}gS}uMuhIerGceVutBsmXslDcz~Aha@ws}@wrIo_g@_~Dgfl@ssAgbbBnbE}g|BlDqljDruKw`oCjux@gtaGv_SwcoA`c@{nb@rgR{s~@rfBc~K~eIaYxhKosT{@erm@`}QiZvyJa`Vp`Wi_SfuLssBf~j@}zgAv{Lc`RneNa|Kpd[taAfhUirRxy[_ec@bjXgy\piN}GtbIuwOrqH{oKveOfAljPffJh`QdxHrpH`uAldPqmK|}RfkKlbKb@lsRg}Bh}N}\~uYzgElje@euk@rmM_tQx{Q{kAxuKm|IjfE_kk@yzAqtq@geD}vi@djHqldAz`C{ui@ldMmo{@_i@uiYnnIkq[l_O_tLxuUyp[ddY{nZ|iJk_c@tb_@_yk@rwV{pg@ziB_da@tsLok]zsMu~j@cgAcgM{zLsda@knKaxD_eNmsKq_Ggil@uiCejHgqIouFazE}o~@sxKjwE"
"Turner Valley, AB T0L, Canada",50.6739091,-114.278862,"Saint-Chrysostome, QC J0S, Canada",45.1026152,-73.7608609,"1 day 13 hours",133408,"3,551 km",3550913,"}fhtHzaoxTqtDuum@hi@y|ZkeCiwKy@ufdC}qJcbIufKa{G{qCy|KnwDu}t@juAi}p@|oLgxMtsIgo_@`~\}wmAl`dAg_oC~y]khfAr_KufSyi@{hSfiFaorAk~EaqvAgdIsjoBw`Jiw`Bwrg@ij}B_dR}eyAibFmhz@|vAmea@izGq|_@mc@qf`Az@mmsAjd@i{e@zaEmei@nuDqj`@||M}sj@tfu@itrBdphAenoC~xu@}m}Ad~e@wk`A|tCmcXtvDgjNzeHycOpxOoii@zmSygB~k@axy@rnN_b@zJwc[jqYw~C|bPowJthVasp@htOkg_@hwMo|LrtFwuQtnIk_`@i_Emu}@{mEmjTcqFyp_AutDmvPmwAyhfA`|Aaku@vbFm~m@niD{tr@pvIim\bqVsnp@`oH}zN|q@imv@tnCssbAj`Bgl^fAqkZnaJm~[~|AizaAa^w|dAt}Tqa_@rgCuvCvvByv^juCy~F~@_lq@|uOaq{@lp[qjqAnxAmywBrcIqpLtkEwoOplHae^~eE{fqAbsB{b{A|r]kkmAj`u@wz~AzvGc~QaImbc@ly@_eYhsG{sYdnJecTcwB}zQrtJcyOl~NqrQbdBwtPdaBw~^`qD_la@v_Bswo@pa@_dg@qjH{fX_sCqdh@~{Hg~T~lJmsd@bgFkzr@e}Acla@i|M}eq@mkFy|^fdIgmk@vi@sje@~nHeoDo^gnn@wnH{yt@izFy|Xbf@wab@dqE}ja@toFmsZibAap|@gyDypk@|gI}aMii@i~k@tbJwp~@zzAytUfrGwrJn`EavT|SgizAxe@utu@~pD_id@`k@a~OahGqotA_xDycdBoOkkRgtImoC}aKwjC{mCgtDunCo{SzIetSbhEerNfzThiCjaJ{`Aqg@kmYzfIczb@|eDk|a@izD}a`@hzBkfb@|_O_zf@B{zm@cnEgetCc`Katg@_hFc_p@msQgdhAkfAsvd@}gHmaR{wCqw\uj@ihVflGshWtlFquq@fsKio`AlbEaxiAdhEy~V`hE_gn@{tAujo@e{Du}g@rbEgks@tqEajRh`@cqi@b}D}cf@xnFsdUdc@ma^hpJqyRjaNodJ`en@cux@xaEyjV|mPgiVpiU_vc@ttMaqRh~Fch\r|Bse[htOqba@`dK_{c@qlFmvNmkOov`@upDmvTdwG_mG|_KucmAg^mr_@mtJ{kf@ceXkgm@srIekKb_EkoW~mKobX`qKu~b@rkNwsFj{BuzLrxG{yKboMawGhjG}~JdeGi_D"
"Sexsmith, AB T0H, Canada",55.3503229,-118.7834598,"Stellarton, NS, Canada",45.5567727,-62.6603637,"2 days 5 hours",190904,"5,235 km",5235225,"orypIr{~sUffPbwAjoEwpb@~dBaw}A|r[e`bC|mCmya@||^et@`nXcfMbr^gy]rq_@i_\fkMknj@|bHysfAlmQqldAnmZuqaB`ou@kvwDhuMeut@`uZaa@}OcvZaIiarAs`@}hi@`t@{vmCxbMwuqB|eQwkpAhqQgs{@uxCeqz@a{@_uiBp{K}zzAjtM{vs@neRulk@bdH}lqA~n`@qtbChpVykTrY{qLvgm@m{nCru^y`lBdgt@cdmAftPk_vArxDefuArgQwdeBjlWotmCn|Aq~wBjga@omeClb}@morBldaAuf|BloYsuzAw]g~^x_]gw@tyLc~O|zOw`aBjxR{vvAx}U}igA`iBizbDxtGagp@zhXkyz@j_NcuKv_@a}GroByeNrsDsetAfyJgq{AnkLo_Gl}Cge[_sC{x|@tgYyorB`z@cq_Bl|A}kt@mnT}rlAnhCugg@yrE_as@kaHg}p@xxLqvS}~CemYkeNsqjAfyBq~k@mw@ymm@`lFqnnBpuQekf@jzS}x`@`qHg|c@`rRcfyAprd@mouB`kGqtg@|~Yojf@bvSwgqArsLo_q@fuUghVjv`@dkBd{Iwdm@zzNwsqA}zTwpmAg`n@}ex@aam@_`v@u`[{zFksR{cVo`RfeAsrXkrO}sVeo^qpDo|[irDmb~Axw@q_}@ujPwdrAztB{pbF^{ziDliKq~lC~nc@i`yDvlh@_{zCvfQck_Bze[kne@Acom@nuZavLheY_u]nzLgwCd_a@ces@iS{qRxcAc}_Alg@iytCvlEsgw@`fNt|@|fIslEn`EesqAppQivB`Dqu\i`@yte@p~G{oP`dMor]bo@wg\thGs{tAhcp@{hEhzZueNjpaAqs`A~kj@qp`A~dq@inn@|xUokt@hf\_}o@ffG_djA`xHkyqAnbYuqg@vma@eoObmMa|c@~iLgyt@nrKmmR`kMwoCxac@kw`@~eWmm_@kgBseXn_D_l\rMmtm@g~Ki_eAmuf@abcAicfBi{mCu~|@gbjBsz_@ek{AexTe`{@sc]oeg@afnA_u`Bqn]_b\ujTcs^lgNa~\h`Iic~@baN}gp@fqYal`AxfUsnm@~z]kas@ftb@wbb@bwzA{bG~ga@gvQbqZ_uAtw[oiEjtVgiYtkV}onB_mQ_q[voO{ic@ziBec_AovGgie@qjFmi[ciA{pj@soI{cqAypHquVyaS_f_Aj}Dod_@re\ize@z{c@gov@rgFknq@zdKucVxhValExmTas]bzFkpk@uf^_edBak@aw["
"Bonnyville, AB, Canada",54.2679649,-110.7200364,"Dubreuilville, ON P0S, Canada",48.3484004,-84.550641,"1 day 0 hours",88042,"2,366 km",2365877,"wefjIf_xbT?}iI?mfBxtDcyGhgK\zsFUppMtl@bnIysAfjKlXrh@mWpmNwr@biEujFpxAioDlwFojCng@caPnuHu~JjdGyi@lw\shC`i@_uj@n[msLfsCmaDb{@ze@lsF{n@|qGhCtjFF~dDy`DhmHXl\unApv@iaFz{EukOxtOc|_@|mGaySdXgwv@jpMgfu@vzPysiAlpHar\`cJerM|jKs|ElrAesGtkH}s_@x|YcrwAdqd@w{iBpjA_t\~tQgje@|pQk_Y|eCsfJp}J}o@fOqmNx~DsoHzfIigZxo@ewm@jfBodn@prCs`j@tqGsmu@veKcq{@hpIqdjApb@e}S~bEahCfh@uyLi[caSy}@qu_@`jByx|@`iKead@`iH}ic@tA{y_@pfFepPbtFovPvtO{t\lzL{sUjjWorr@lmOuia@p|Yk|n@zwUclZhr^ebiB|e@ctk@j`]a`AbhDezBrgGmzKtsD}bP`iE{zg@~|NgcaB`sZoh~AjeCu~EtoBsrR~Bir_BjvAeb_ApuN}hdAbiNcgVnbNsCb@yjKb\qbH~sBw~FgqAwzN`k@otf@hfKu_aAz_Cmbx@tfAqxMdaQshBa}Bced@edGkn^p``@avnAzCkszAxwA}ceA~_Bk`VknDwng@w_Nmci@hz@gbi@zwAyb_@k`Des[}pEkvBsw@ufJ{aCav^fp@ozJ~bHqmE~aCycNmoEwtNskDieSkgHyaW}Wy{Rnf@elt@pw@acKshEauVdeGyya@Ksv|@tCcwEreCcwCzk@yxSbuCg_HnqK{jT||BcwLbpJolHtyEy}Rm\yfM|cGsuObdBscNrwGyg[rmEauf@t|Tapv@|pNevy@tgEekr@zqJuhL~xD_tMzwIgzMp`Fe}IsTc_WdbMcc^~oGmyj@|vHgnXjeKauMnqIa|GznKdjAraOpw@dqEozFli@{rFlrFi~X~kCqja@r_Jemk@gzBc_UyqBk~NqpJuuh@iaMoyWmcEimPieTs}QucNkxFwlIuxZm{OayGeyD_yOvzAge[seBuyK`iHmiGppF_aN|l@{_XxyHmbp@pbGyiEqWcuSlrD{uYzhCeqSnk@aoJcbGmwBimE_cT|gMaoIoy@{jQwmBoqRzrAg`MtoBkfMmJ{_MopAgoH`mA{nExhAsdHvmJwmJrfDusj@ij@}ab@ekEc~q@zx@uuM`jJwjW|zJudZtv@w}H|tGeyM|nKuaJneKkbFz~G}cBniGsoJz`EevGfc@crNw{AgjCe{CemQkKa|N_cBgv["
"Wetaskiwin, AB, Canada",52.9698702,-113.3771616,"Wikwemikong, ON P0P, Canada",45.8036527,-81.7214966,"1 day 7 hours",110854,"2,911 km",2911459,"uthbIf~~rT}yBawGgVaxVaFebTkpCwd^l@g_|Dhf@ygpAjwJulZznFuqb@f`Aelk@rgJs}U}e@a_|Azq@yffBzqBe~jBnpLatc@aDwlpAeh@whk@fpD_|[gaAarEodC_uAnzSony@`yVwloAvoUwuv@x{J}vr@v_Kyfd@nqR_g]l_G}sGtxD{nH~{Xm_Gzoi@anPj}XwrFniJefK~`Qg_WxuVuqTvwRypZt}EsiFpqLs~FpcU_iUteTm_T|lPoaWd`Rgwn@jiR}{w@`pAayn@psWkfZnpM}dQflf@_hmAhdeAa`mCd{f@qtmAbmDw`rAphGuwrB|hCum[faAun`@|sHedAt_N}nGp`LwJ|xXsAlmM}ED}qGXgc\OmuVcZguKhZmsIfKqy\x`Wq[bzCgyBhiSgmAhvQHrj@uzi@hkAcePjxECzrO|NhcP|hCj|\ced@jjTu}YsdByi_Af|Acy{@f}Es}n@ljDk`p@lkI}i_@t_Wcxp@`dHqoNdZkxr@xpDinfAbaBic^gA{jZhjJy}[tyAsv}@i`@usiAdgSii\v|D{mFhs@mc_@|}EixFDukp@trIa}b@~tDkiXv{Ish_@|aQ}am@aFilgAp|A}ms@rvHixLpxEcbOfiHs_^baEiboAjvCylu@_\ycg@|_]kilAhjQiif@by`@mbv@~jJedO}Kggh@xu@m`XdCq_KnoGixMhkJgsUkiAmqP|bCe{Eb}DuyIduNgxPtyBkgPdwAsh_@jpFgrT}o@kvLod@k~TtuBs`Y|y@amg@oxHcrXolCcng@|rCgqPppOcqb@vgF{rx@mjB_db@oj@uaHozJ{`c@ssG{t`@zuG_ii@prAmnk@npFauC`mBasSm~@_|XqrHamt@idGqwZhx@cha@jiEyqb@teAu}Qt|CkzG`bBg`i@waDuoRc}Dctk@jsIooKkm@arl@qNeoPdtDqfNvcAehIbzBemOaOmtXx_B_qA|uGczIh`EgsTvWapwAbs@mex@tBatLj`D_sQ`k@w_NciDcudAgxAycVk|DqcyAmM}}]}eH}zBavKczBitDujEyeBy_RkiCczChpAkzNjxDiwNt`UzeAbjKql@{_@epYvaFg_R`zAi{O`kDgn`@}LkpVafDuaJtiBm{a@|{L_bZ`hAu{J`@oxm@s~@o{{@zk@aqYwcDmu|@{tKash@j}Ng~LrsGv[bhExaAnbEejDtdGjdJ`sEcGfgAjrFz{DziSrvOzlAdqB_{LrdEwE~zN_DngEkrGc[wdFeuHufEqgB{oB"
"Grassy Lake, AB T0K, Canada",49.8257207,-111.6980107,"Baldur, MB R0K, Canada",49.3854199,-99.2438425,"9 hours 32 mins",34345,"979 km",979230,"wqboHp_whTeLwwBlAggLkGq_NgE_fH{g@wbBgLcsBk}A{eDotAgiG}OeeBeUkfIR{pe@uCqie@_oAwuDa_@wo@siFa|EqdBqbE_zAieDg@y}@DueN?slSqBsiF}`@sp@}UsC}ZkLB}XLmz@EcfBcGwpAsb@eeIi@alFzh@opDlmAqxDbi@ifB_EwqDbAkuCbVesE`dAoiLjZwgD{HwpB{AycLgBokCwsAymGmi@klBvDgfOe^wvHhT{|EIyeTgwA}aITgjVk`@ilEiH_cIOcsT{mBcnT_[sbHq@_{KccAi~Ga_AifDa_@szCygBy_Kg@q_HekAy_G_w@ahBIsjAfDygG}J}pBe@mzf@gbAgeEcoBcwJ_Uy`AkmA}aBihB}nEsc@kpBwf@gfLitAirKabAq|Ci`AorBwyAq_Ds}BslIopDeiQuoBusJaiCktG_v@qkDgDwdEv]udD}@caJwp@c|AasDisOkl@iuBadB_~Gqn@wcG{HezB{XaoAk~AksMop@orCwb@ezFeAymHC{`O]ejAuc@gpAekCcyG{e@igE_Ju~LjOwqDpXkmAbo@udChH_tAtBqrDyL{mLyDgx@kh@akAk`Ca_GqH}iJ_{AwoHmf@ebLlJmxA~k@itFcLy`B{k@e`EkTeqL~Ea`HzMsiAcAsnFM_nXpo@caJ_AwqD^cyLug@u|DuBshQi@cxDmVmtC{cBsyRdb@gbEjhA}pCxlAi{C|rB{kJbt@{mDtA{dJv@ixW~r@krEjsB_uBf[uyBhDmsAuSumBe@ouj@hBmfEhX}_AqAkvB_OukA}HoxGH{aSEmsd@Ygye@_d@u}@cdBkeBstAobAaVoc@tuEq~LvsA_wCxvAsoE`wMep]lmJmdVjdBs{EduXgks@dnMqf\v{b@q|fAtzSmgh@t{HgfRhK_Wrh@wE?szAFwvGB}yIGyf[?cqEvkAgeHrMcuK|j@asD@c`r@n@ckCpm@asDje@klCziCoaObBudP~Fs|Ljb@ubAgAejDoF{{IhLqp@hv@g}AdbBokM|BixZ`@}ncAdHwgY`z@qMpUmXh@etm@yE_dFasAwiEa@yk`@iFq`Pw]}qJaRigDp@mNhxEy@zbCdFtZ|L~nHeDdf@_aCfjA_FjxAEv@yLIqbEKymN@mwTf@}yZxAkiXzpEiBbk@IpSiQLkiMOqf\MktSnj@cpBZkiCof@wh@wBuMuM{QcLefBeMgf@w[zIwP}Ou@{xSvLeWte@mEb^cWzCslNdWegAj`AohGnAwrGqAwvL"
"Radway, AB T0A, Canada",54.0645567,-112.9464694,"Hanley, SK S0G, Canada",51.6279058,-106.4395898,"5 hours 44 mins",20631,"591 km",590928,"on~hIlzjpTe@kdC}jDalRue@cjClBeP||A?x\gCfSsYf_A_lBfWg@~f@j]bb@}V`RmItuAE`a\VloG@fsOWdfH}{VvdBkyE~p@opEntFikRlrBwhIj~CkuM`i@maBjRsk@xwBMNydGfp@i~Cx{BstHpo@gaEvf@owEhj@}}Bhv@}n@t~AwbAte@w`@db@s_Ajf@csAvKgr@tA}rFoRiqDuRclBM}aIrPg}A`cBmlGnu@mzAx|@snBbp@m|Cbi@_`GtOcwCmAapCvNweApoA}aA`k@_dAbk@mmCzRwvABwsF~i@qgDnBwzCfQiaBly@gvAhk@mdBnNstB`IajBf_BwpDni@igB|_BidCrs@ijC~r@myAzPiz@lAshBkLc}@al@muBuW{yCzAasCai@{tD{K{bKyEqlGzGwkBfU_jBy@gq@i]_yAc`@qiBsBq~@Sg}TBsmHiFqlGwPczDkTejFg@avEUeyLiY{uEuEo_EbYmaBxI_aEy@suFmOeeB|KqmCfDomV~DobDtxAo}Hn~B_~KvsB_mGrbAuwDb@ooGYinRjB}iKrzAimHn|B}eIzt@i`At[kwAvYulA`nAihAro@an@pq@ydCbPmc@pz@et@~y@ciCrbDamKh[_vAbxCknJrxAksEtM{{ANcka@jKwpQzEme@hXql@rwAumBbVsn@zrAwmHfj@yfE|DwfD`PmyAnC_oBhE_}Ax^eoAjsB_nLdo@qqAtRq{AfGcpGrEanAjaAidDz[ilAnpAsvKxcAqkEnqCo_PvfBieMx[myFjjD__Kvx@esCjs@yxDtBohBbWmq@lwBu~@vgEg|Fl_C{CxhAeo@~iAi{@zzBqhBhOkdA~]qgBth@m}AuScVw}@ur@iAkStX}`ApMu_B|i@kzBlxCoyIvmCc_IhcA}|Dtm@u}D~tBgeIhf@kiBxNshB|Ryl@naAwwDbhE_iRxzAytGrx@}nEptB}kIxTyuFlJqj@p]cm@rVgbArh@y|DlmA}wHxwEkjSxjA}_FllAcdDbt@kwD~Sqe@rz@a{@|wEiiMxyBguM|vBieK~m@chB|lAocFbLwlMqF}qEzKkpCbtBs_KheG{aMd_EwjH||CohFjsGwqLvxAowCdYq\xtBaAdQRfDmFW_uA~AizA`MkK~Pa_BvLy~@vw@cHzo@kCf^yYtv@cOhwCfBthBA`oBgXfrKgyEjxV}aJ~o@kMn`B`@lfFkz@biA{k@lrCquA`rFBjg@xFhoAwt@bdF{|AnlFagBjhA}v@xH`_@|Uxd@P]"
"Wainwright, AB, Canada",52.83307,-110.850458,"Leader, SK S0N, Canada",50.8889728,-109.5419038,"3 hours 11 mins",11480,"317 km",316631,"u}maIjnqcTzV?rAE@wCCw]I{s@Ba_AhC?dEApjDAnhFHj_DCnwG[vJkB`KcHxO}MtFwBxGw@hz@@jwABb`EDvzSA`}HJt}@ShEmApD{B|IiGtEeB~EUlaBxMtKFrDa@jH{B|FcDlF_FvaCk{CzXc]dGwE~C_BfHsBjNm@fr@@hlABlJD~Fn@|GlBzGxD|EpExL~O`cAttA~~@roAxJrK`HfEdHtBxGp@zs@iB`qAkDdPVxCr@fHtClEpCdaAh|@fSpO`KrFrMdFzNvDxHjAhMdAjuI?tdC?d`CCnM~AhJzD|DzCvFpGf^rl@nI|KzJbHpHbC~OtArKEfJcCvKgJdIyOdFmVzXehB~FuVzfA_kDnKiQlJiIdKgEbG}@tIMliD@`OIlKy@~HwBzNqHdJcIjIgKpy@onAvGsHhGiFpHkEfM}DdIkAltDKtvA@dzA_A|_Bu@nOM~J\xBb@rFud@nFsc@dBwIhPuj@jJw\pBaNn@eMHiqA@uxGLwhHlAgPbJcc@nq@y|C|c@}sBrAmQaAikCi@i_@wCaRwFuMyh@ibAqD}GtDeI`e@ccAh_@}x@|NqY~BgClH_FtFeBnFc@lrAOx_BSxsODbxSEroLNlnDD`}Ah@juBSlIMtDm@|F_CdiCkyAnlBgfAzG_BxqASfnIJrlHEdyGOx_JKzWAlIkB`EiCzDkEjX}k@tiCc}FfGkNpDkM`r@upDzs@uvD`G}YtGaUlp@exBvFqLzd@ax@hzAehClvAwaCbGkMlBsGjiActExFcMzCoDpFuDrAg@p@SBupCD}aH@onCMicHEqnBaAiHaAoFqAeFsDoEgGwAolC?}EiBkB_BsE{JoAgMa@cyNYyzEUceEs@sM_BkIqDaJuNgV{C}H{BaPcFuqAwEiwB^kMxh@caDjCaTV}M@elALutEnVueC`RqkB`@g[~@ozEpJuwClD{~@fBkGxCoEzD{BvLYzf@@zc@[~Ao@~BuBbC_FhBqKFiiFb@aHxBoI`DwEhCyA`Ck@dkCA`Iw@bCcBdC}D`BkF|@cKQeqBHqeQSaxAb@ow@?}rL]}jAiBi_@]yXJoKhzDJ|tDEdjJBpqCx@lb@t@hy@FhIr@|DxAxHvGjC`Exw@fyB|_ArqChvCnoIds@vsBlIpO|FzFbHxDneAlZpg@pN`Fx@dFT|GSvPsD|l@uOtGcAbHGhKzAnKfEdR~GfUnCnP|@fH^xREr`CcGfu@wAdVtAvWlF~hAfb@zFdAlQBvG?dJ?_@`CaAnGaA`GaBvKKG"
"Waskatenau, AB T0A, Canada",54.0954101,-112.7833297,"Marten River, ON P0H, Canada",46.73331,-79.8018987,"1 day 8 hours",113593,"3,036 km",3036107,"iodiIx~joTl_C~lAnwAgmB|ua@mBrqXa^jeIwpYb_J_d\`hMsn\bhFme^j_C}|HzkEwrUbpHgdk@peP{o`AlbDqcUqrAgub@}oB_v_B~\mrf@lnK{mv@pGq{^lqG}g^~sOau_@`nGwySpZwyv@`dMgwt@paQ}kiAhuHmg]~{I{wMbpK}yEbvAcxGnfHaj_@n_Z}owAdkd@coiBnrAed[ngQs_g@brQosYloCgcJt_Kms@vOyeN~vDioH|`IwiY|{@utn@pcBa}m@~iLoc`BtvUaidCp\}bWbdE{iCvl@ocLeXeqSi`Aop_@ngBma}@ldKmoc@dpHuy_@loEwbt@h_Xyro@fyLstUjbWa~q@|zO_cb@dnYo_n@vcVoh[jl^ikhB~m@sgl@bgb@}yDf_Mmp\jhEsih@vyNyeaBlqZoh~A|{ForSxBqfaBnuAckcAfsNqkdAzeNmfVtcNcHbEmcKpY}gHlrBgsFyfAwcO~a@aif@v`K}b`Av`Copy@jmA{tMz`QueB}aKewcAn``@ssnAjBwgzAr_Ekh|AykDgpg@kfNi~h@dz@ski@fxAef_@i_Dms[aoGyyM}}Buy^dp@kyJ~sGirE~uCsuMiuEu_OmgDqeSsiHs{Va[q}Rjf@ant@nz@ifKuiEqvVjeGata@rxA{nhAh}Aa~R|rCkqHxrKkkT|`B{~L|iKimHh|EmrRg^yiMlcGgyOx~Jwlj@plEytf@nzTilv@nvNmuy@zeEo}q@jkJk_M`cOct[xuF_iJoTerVbnLaj]|~Gcxk@v}Tyvg@trIm~GfoKnhAlbOvw@n}FyjNp|Jwc{@n{Ia_k@cdFkke@}nJ_vh@}dScki@qgTscRibNaxF_iIweZ}|O}iH}}DcyOemOjpDi~UuaOehGiqKu|HkgBkjIbdBapBwdBycE~l@uiJ{nDo`[{x]mkHuvc@amAyfd@s}Aint@ci@qfS~cCeo`@geAclb@gdQ}{o@dC_whAmdBkv~A~qE{pt@vgAgcwAgbAkbxAncEgks@xj@odfAbqMqzvAtod@yifDzxRelgAfbIqaf@~cEihhA~lPorn@dfK}bAbwEaeJdbE{mZaBi}ZbhMywAtiL_vJ~tKstVhlRyfIdlFicAluKaaOp|Tq}`@bh@{|LziLy_MhpLcjRvnE}sEtrR``@fbJpXdaPsyGveTca[p`F{yIbg[_rXrwAgfGfvNw_CpoQ_g\zjVbcCfmSfdHldMhzJhgM_bE`mKuiG~~JzzExtYbeJ~aNghMleS~mH|xP|["
"Edmonton, AB, Canada",53.5443894,-113.4909209,"Azilda, Sudbury, ON P0M, Canada",46.5516548,-81.114993,"1 day 6 hours",109444,"2,914 km",2913657,"m{xeIfeusTujFs{EnoAghP}CmlfA`HwxjCbiGgvZnhHitJi[k`ZbyI_li@z{Fk~^|iKgg[|NokV}fBcruAi^_f`BhvKase@Kckc@|`I{x\|zPs`b@hfEgq\tuBenl@jeLawv@fySmzrAddDwyPnaNitI`tG}oIkRkmEt{Oion@lyWm_pAh{Tysz@vaNcyl@~dBer`@~bU{sc@`nMwcObuCknJbvN{vA`mn@ayRdaValFroQa{Kt{Qk~XlrViuRnrRe~ZvuBwlFhiOc~Fv_UgnSrff@enm@|zf@ew`Bl_A}~u@zjUchZboNmcThoIanMbhSkbi@`ceAapmC~lh@yiqAjyHyaRxp@gfWfpAgnj@xt@iadArcFeoo@|eBcvb@nsC_rf@~pO_ZflFixGvwZgAhxWsz@Vso`@Ey~b@oVeuBfhAumg@rhZaZjzLksDtbPIpyHcoBd@cwSCi~ZldCyxFnfOpNr~PxhCxpKkbGzoNw~ShqXi_b@aa@sci@t~Aa_lAj~J_`~A|pGu|b@bbYapr@nnF}mNroAkln@rrDkfbAf|Awhe@dCcd\rgJenWb|Amq{@m`@{tmA`b@yrEtlN_`Tb`HuhLzV{eT~vBsyJznAcPleAegBQmba@bnBs`h@faK{td@zwIid`@tcRevj@wH{odAl}Akfx@dbFehMzeHilJzsEyzMv{@ymR||Aqv[teG{ndB{Qoyk@xhMcya@|~L_tf@npRmtg@nb^}ju@nnMafPoCcnb@`p@cu\hDknNngGgrIhjJgnZq`@{}N}sAsoCdqDyfCvqC{hGvfN{gPv|DwrPr{Ag~\~gEq|d@}o@gpTviEwgbAuwIkrWycCs|c@bwBovU|hPoj^rlF}qz@cuBwqb@wNkkJwcKwi^qnGu|c@~cDss\puD{lp@~iEq|LltC}iOun@ilZq|Gmzp@ebI}r^`wAimb@reEybb@~m@shSxpCiqHd_Ce_f@cxGudh@ciAsiXvqI{hKgXiej@rdBqza@n`GwfXvq@wi_@nwGczEzxDu_Vdl@swhAd|@keaAyR_cSlqD_{Drb@acZimAyr}@gtCaq]cxE_cjA_x@oun@efRoyDm~Ey~D_WchNuwD_{FCy}LtmEkaQlgCy|CzoDxgBdvHfz@nhNoR@c_XtBqoIlsDkoH~hA}sNpaEwza@scCufa@xeA}ya@`~LyvZfgCcg\wnDgvaAf`C_xp@}jDorz@goKysi@}qOm~pAmgEmiOkvAm~Rge@_cCylFnyBy`N{nBssDu_AbuAitJ"
